"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"1119","Rasmus Ristolainen","BUF","D","112","2257.8333333333","10","14","8","6","24","39.34","173","5.78","7.23","309","226","62","13","6","4","32","15","15","0","0","15","54","18","184","215","168","1","1","50.00"
"1128","Josh Jooris","CGY","R","60","869.5","12","12","6","6","24","57.14","89","13.48","9.88","163","130","100","56","4","11","16","8","8","0","0","13","29","39","59","65","29","276","291","48.68"
"1143","Melker Karlsson","S.J","C","53","818.05","13","11","5","6","24","63.16","100","13.00","10.79","174","141","110","52","10","7","20","10","10","0","0","11","22","21","51","108","26","13","20","39.39"
"118","Ryan Malone","NYR, T.B","L","87","1109.3333333333","11","12","6","6","23","44.23","138","7.97","11.45","203","175","116","69","7","16","93","34","28","5","1","28","33","25","138","82","37","12","19","38.71"
"135","Raffi Torres","PHX, S.J","L","44","569.31666666667","10","13","7","6","23","85.19","69","14.49","6.4","115","100","70","39","3","8","24","9","7","2","0","12","17","13","96","47","17","8","9","47.06"
"334","Clayton Stoner","ANA, MIN","D","180","2928.0833333333","2","21","11","10","23","26.44","156","1.28","4.35","349","221","68","9","10","15","194","67","47","20","0","41","80","33","314","375","206","0","0","-"
"452","Tom Pyatt","T.B","L","70","893.48333333333","11","12","8","4","23","65.71","87","12.64","9.3","149","121","103","54","4","7","16","8","8","0","0","17","10","18","33","120","56","246","237","50.93"
"489","Mike Weber","BUF","D","174","3182.3333333333","3","20","3","17","23","29.49","113","2.65","3.67","307","185","54","5","7","9","211","79","66","11","2","32","100","26","502","172","420","0","0","-"
"540","Victor Bartley","NSH","D","111","1734.3166666667","1","22","14","8","23","38.33","68","1.47","3.32","167","110","30","8","5","4","55","22","19","3","0","11","31","27","193","138","160","0","0","-"
"585","Chris Terry","CAR","L","70","874.78333333333","12","11","8","3","23","71.88","85","14.12","8.3","167","127","85","34","3","11","14","7","7","0","0","7","23","30","54","87","24","7","5","58.33"
"735","Jordan Schroeder","MIN, VAN","C","81","996.78333333333","9","14","9","5","23","58.97","101","8.91","8.76","177","135","114","43","6","12","8","4","4","0","0","5","17","34","54","53","25","252","313","44.60"
"775","Taylor Beck","NSH","L","85","1087.0333333333","11","12","9","3","23","65.71","126","8.73","9.83","222","174","95","41","10","9","26","12","12","0","0","13","17","18","78","103","39","11","8","57.89"
"788","Drew Shore","CGY, FLA","C","78","1084.8666666667","9","14","9","5","23","60.53","132","6.82","12.27","224","164","124","57","7","17","22","10","10","0","0","8","15","26","70","129","27","327","383","46.06"
"968","Adam Lowry","WPG","C","80","1100.25","11","12","9","3","23","56.10","104","10.58","11.63","184","145","122","72","12","12","46","16","13","2","1","16","14","25","256","131","32","402","449","47.24"
"1019","Oscar Klefbom","EDM","D","77","1588.4833333333","3","20","8","12","23","43.40","112","2.68","4.67","260","174","58","9","1","12","4","2","2","0","0","7","57","51","51","130","127","0","0","-"
"1060","Tanner Pearson","L.A","L","67","828.48333333333","15","8","4","4","23","53.49","99","15.15","10.55","193","157","108","50","11","10","22","11","11","0","0","15","23","27","81","82","18","6","4","60.00"
"1152","Jiri Sekac","ANA, MTL","L","69","936.45","9","14","3","11","23","67.65","85","10.59","7.98","162","130","98","47","4","12","22","11","11","0","0","15","27","26","75","115","29","0","2","0.00"
"595","Brad Malone","CAR, COL","C","110","990.6","11","11","5","6","22","81.48","91","12.09","8.47","173","138","74","34","6","3","113","35","24","9","2","24","27","26","280","147","24","97","94","50.79"
"613","Robert Bortuzzo","PIT, STL","D","120","1806.0333333333","5","17","9","8","22","36.67","116","4.31","4.88","252","174","55","9","7","11","194","56","36","16","4","41","21","10","312","267","148","1","1","50.00"
"751","Anton Lander","EDM","C","76","1058.6333333333","6","16","8","8","22","57.89","90","6.67","9.89","143","117","92","51","6","8","20","10","10","0","0","13","34","19","95","73","22","324","342","48.65"
"943","Brian Gibbons","CBJ, PIT","C","66","835.31666666667","5","17","10","7","22","66.67","50","10.00","5.53","91","69","60","28","5","3","14","7","7","0","0","15","16","17","38","64","36","13","18","41.94"
"1107","Andre Burakovsky","WSH","L","53","684.8","9","13","6","7","22","50.00","65","13.85","6.54","142","101","89","24","2","6","10","5","5","0","0","8","17","18","22","85","18","74","93","44.31"
"130","Andy McDonald","STL","L","37","638.4","7","14","9","5","21","58.33","86","8.14","7.72","138","110","82","35","5","13","16","8","8","0","0","13","18","13","10","31","13","95","103","47.98"
"330","Tanner Glass","NYR, PIT","L","181","1949.1833333333","6","15","8","7","21","53.85","147","4.08","11.73","239","185","108","45","17","14","248","67","38","24","5","57","22","19","585","266","110","38","53","41.76"
"641","Ville Leino","BUF","L","66","963.61666666667","2","19","8","11","21","75.00","49","4.08","5.91","98","68","63","32","4","5","16","8","8","0","0","17","19","24","31","86","27","129","168","43.43"
"719","Dalton Prout","CBJ","D","140","2522","3","18","5","13","21","28.38","136","2.21","4.24","289","183","54","2","2","18","147","47","31","15","1","39","44","22","316","205","189","0","1","0.00"
"961","Tobias Rieder","ARI","R","72","1216.5666666667","13","8","2","6","21","52.50","189","6.88","17.59","318","255","174","84","17","11","14","7","7","0","0","19","11","40","123","141","37","1","4","20.00"
"991","Markus Granlund","CGY","C","55","726.31666666667","10","11","6","5","21","67.74","74","13.51","6.8","132","93","78","38","5","6","16","7","7","0","0","14","18","29","47","63","25","221","357","38.24"
"1074","Chris Tierney","S.J","C","43","526.65","6","15","10","5","21","75.00","48","12.50","4.59","89","66","50","26","5","7","6","3","3","0","0","11","20","19","11","42","17","150","192","43.86"
"1091","Andrej Sustr","T.B","D","117","1975.1166666667","1","20","5","15","21","29.58","96","1.04","3.28","209","132","42","7","3","5","50","25","25","0","0","7","52","21","65","170","121","0","0","-"
"1108","Marko Dano","CBJ","C","35","464","8","13","8","5","21","80.77","84","9.52","7.51","129","104","79","43","2","7","14","7","7","0","0","9","7","18","94","51","12","16","21","43.24"
"52","Willie Mitchell","FLA, L.A","D","142","2975.9166666667","4","16","4","12","20","19.42","151","2.65","5.46","360","224","74","8","6","13","83","36","34","1","1","14","90","27","201","307","272","0","0","-"
"57","Shawn Thornton","BOS, FLA","L","155","1368.4333333333","9","11","4","7","20","64.52","201","4.48","12.28","333","267","137","59","11","10","184","48","22","24","2","35","18","34","281","108","37","13","25","34.21"
"64","Scott Hannan","NSH, S.J","D","147","2579.8","5","15","8","7","20","22.22","130","3.85","5.59","254","180","64","15","6","11","103","39","34","3","2","13","49","30","96","176","196","0","0","-"
"84","Simon Gagne","BOS, L.A, PHI","L","61","797.3","8","12","5","7","20","60.61","103","7.77","9.27","181","134","97","42","5","10","12","6","6","0","0","7","17","20","44","61","22","3","8","27.27"
"113","Jordan Leopold","BUF, CBJ, MIN, STL","D","109","1844.8333333333","4","16","9","7","20","37.04","139","2.88","5.4","259","174","63","12","7","5","39","18","17","1","0","12","28","18","80","144","131","0","0","-"
"139","Anton Volchenkov","N.J, NSH","D","139","2140.0166666667","1","19","8","11","20","28.99","115","0.87","4.28","270","183","52","6","2","10","71","30","28","1","1","19","32","19","273","254","189","0","0","-"
"523","Brian Strait","NYI","D","118","2125.0333333333","5","15","4","11","20","22.22","112","4.46","4.94","221","155","54","14","3","10","56","27","27","0","0","15","51","32","222","219","192","0","1","0.00"
"609","Brett Bellemore","CAR","D","121","2030.8166666667","4","16","8","8","20","35.09","83","4.82","4.42","186","128","46","12","6","17","79","32","27","5","0","27","71","33","331","294","165","0","0","-"
"626","Matt Frattin","CBJ, L.A, TOR","R","78","922.68333333333","9","11","6","5","20","64.52","109","8.26","11","198","153","106","47","8","12","19","8","7","1","0","19","25","16","144","132","26","8","5","61.54"
"634","Michael Kostka","CHI, NYR, T.B, TOR","D","70","1312.4166666667","4","16","8","8","20","33.90","105","3.81","4.73","218","146","57","10","3","12","35","16","15","1","0","10","45","18","81","114","108","0","0","-"
"740","Dylan Olsen","FLA","D","88","1378.95","5","15","6","9","20","37.74","104","4.81","2.97","189","133","34","1","1","9","28","14","14","0","0","10","24","27","193","102","107","0","0","-"
"804","Andrej Nestrasil","CAR, DET","C","54","720.98333333333","7","13","9","4","20","60.61","82","8.54","10.36","148","129","85","42","3","15","8","4","4","0","0","6","13","31","54","82","17","55","39","58.51"
"856","Johan Larsson","BUF, MIN","C","68","956.85","6","14","6","8","20","64.52","73","8.22","7.31","133","109","79","45","5","7","31","14","13","1","0","16","15","19","113","112","39","285","341","45.53"
"987","Dmitrij Jaskin","STL","R","74","933.46666666667","14","6","3","3","20","54.05","128","10.94","13.31","229","183","139","60","7","14","24","12","12","0","0","13","12","20","188","140","26","4","5","44.44"
"1082","Cedric Paquette","T.B","C","66","900.16666666667","12","8","5","3","20","80.00","92","13.04","9.49","155","130","103","56","1","12","51","21","18","3","0","29","23","24","129","108","62","128","136","48.48"
"1122","Alexander Wennberg","CBJ","C","68","1062.4666666667","4","16","9","7","20","54.05","85","4.71","7.75","144","107","93","46","2","10","22","10","10","0","0","19","11","25","58","68","45","288","386","42.73"
"10","Todd Bertuzzi","DET","R","66","973.16666666667","11","8","4","4","19","38.78","110","10.00","10.81","170","145","111","58","5","9","42","21","21","0","0","8","31","13","78","37","15","9","9","50.00"
"387","Adam Pardy","BUF, WPG","D","132","1971.9","0","19","8","11","19","26.03","82","0.00","4.51","196","120","58","14","3","8","92","39","36","2","1","26","79","28","175","253","130","0","0","-"
"496","Ryan White","MTL, PHI","C","112","1147.1166666667","9","10","6","4","19","55.88","112","8.04","8.66","191","148","85","41","7","8","147","44","31","9","4","27","21","25","246","162","66","353","325","52.06"
"541","David Schlemko","ARI, CGY, DAL, PHX","D","122","1978.15","3","16","4","12","19","22.09","141","2.13","5.78","302","194","60","10","8","21","42","21","21","0","0","6","37","19","144","171","220","0","0","-"
"607","Corey Tropp","BUF, CBJ","R","114","1007.85","3","16","8","8","19","59.38","57","5.26","6.17","101","77","68","40","2","4","113","35","24","9","2","31","14","21","192","199","56","1","2","33.33"
"690","Matt Donovan","NYI","D","64","1150.4833333333","2","17","7","10","19","37.25","98","2.04","5.08","203","143","50","11","7","11","26","13","13","0","0","8","48","21","90","106","88","0","0","-"
"789","Jeremy Morin","CBJ, CHI","L","70","697.58333333333","8","11","10","1","19","55.88","126","6.35","10.11","196","157","106","50","11","9","60","19","15","2","2","26","10","23","68","75","8","6","9","40.00"
"844","Brandon Bollig","CGY, CHI","L","169","1575.9833333333","8","11","7","4","19","42.22","210","3.81","13.33","354","274","155","49","22","15","231","67","43","19","5","45","22","21","381","165","51","4","5","44.44"
"862","Michael Bournival","MTL","L","89","847.86666666667","10","9","6","3","19","63.33","105","9.52","8.69","172","135","84","43","8","10","22","11","11","0","0","10","17","21","93","142","52","32","34","48.48"
"893","Brett Connolly","BOS, T.B","R","71","851.98333333333","14","5","2","3","19","51.35","105","13.33","10.52","180","140","113","55","3","9","52","23","21","2","0","12","7","16","101","84","15","47","53","47.00"
"935","Steve Oleksy","WSH","D","62","999.45","3","16","7","9","19","42.22","53","5.66","1.94","133","77","26","1","2","8","86","30","23","6","1","22","26","13","106","128","100","0","0","-"
"79","Bryan Allen","ANA, MTL","D","120","2134.65","0","18","2","16","18","20.93","91","0.00","3.36","259","164","50","4","4","11","113","46","39","7","0","18","56","12","204","237","199","0","0","-"
"86","Nik Antropov","WPG","C","40","638.26666666667","6","12","8","4","18","60.00","56","10.71","5.3","97","71","57","27","2","5","16","8","8","0","0","8","19","15","76","29","27","128","176","42.11"
"463","Matt D'Agostini","BUF, N.J, PIT, STL","R","86","1203.7","8","10","4","6","18","52.94","143","5.59","10.7","265","191","116","45","8","8","34","17","17","0","0","27","18","28","76","144","52","10","23","30.30"
"593","Paul Postma","WPG","D","96","1427","7","11","6","5","18","33.33","91","7.69","5.19","247","147","64","11","5","10","30","15","15","0","0","7","55","29","54","142","84","0","0","-"
"635","Jesse Winchester","FLA","C","52","662.33333333333","9","9","9","0","18","78.26","100","9.00","8.79","156","130","85","45","8","9","38","12","9","2","1","9","9","9","65","77","21","63","67","48.46"
"842","Erik Gustafsson","PHI","D","58","1087.1333333333","5","13","6","7","18","38.30","66","7.58","2.88","144","94","33","5","2","12","8","4","4","0","0","3","32","11","26","115","89","0","1","0.00"
"1057","Matt Dumba","MIN","D","71","1032.4333333333","9","9","3","6","18","31.58","98","9.18","5.69","219","144","44","8","1","11","25","11","10","1","0","13","33","11","51","72","54","0","0","-"
"21","Sheldon Souray","ANA","D","44","920.88333333333","7","10","2","8","17","31.48","80","8.75","3.87","167","107","31","1","3","7","52","22","20","2","0","6","32","9","34","20","58","1","0","100.00"
"25","Steve Sullivan","N.J, PHX","L","42","611.26666666667","7","10","4","6","17","58.62","61","11.48","6.17","109","76","64","31","3","6","24","8","7","0","1","5","15","15","12","38","3","3","3","50.00"
"80","Manny Malhotra","CAR, MTL, VAN","C","136","1529.7166666667","8","9","5","4","17","51.52","101","7.92","8.26","171","135","83","33","12","8","30","14","14","0","0","16","44","41","127","120","122","1167","789","59.66"
"180","Tim Jackman","ANA, CGY","R","133","1035.7833333333","10","7","4","3","17","70.83","143","6.99","12.64","238","196","122","65","12","12","265","63","29","27","7","52","17","16","277","163","40","23","18","56.10"
"260","Jim Slater","WPG","C","135","1313.9833333333","7","10","6","4","17","58.62","97","7.22","10","160","137","99","47","7","7","85","35","30","5","0","27","24","30","216","120","71","756","543","58.20"
"395","Matt Hunwick","COL, NYR","D","99","1812.7","2","15","8","7","17","20.48","130","1.54","6.08","255","167","70","22","4","12","32","16","16","0","0","7","49","45","96","170","104","0","0","-"
"436","Adam McQuaid","BOS","D","125","2100.25","3","14","6","8","17","25.00","111","2.70","3.4","255","155","41","3","4","10","214","72","52","18","2","45","40","11","257","228","176","0","1","0.00"
"509","Peter Mueller","FLA","C","43","699.26666666667","8","9","7","2","17","45.95","131","6.11","10.55","193","162","104","48","11","16","18","9","9","0","0","4","11","33","29","32","10","46","58","44.23"
"610","Drayson Bowman","CAR, MTL","L","110","1177.45","7","10","4","6","17","50.00","148","4.73","13.4","267","204","143","69","13","20","33","15","14","1","0","18","19","40","103","146","32","10","10","50.00"
"704","Philip Larsen","DAL, EDM","D","62","989.83333333333","5","12","4","8","17","43.59","77","6.49","4.22","162","105","45","7","3","5","26","12","12","0","0","4","26","7","94","69","49","0","0","-"
"708","Mark Barberio","T.B","D","103","1617.9333333333","6","11","2","9","17","27.42","108","5.56","5.2","247","156","56","13","4","10","44","22","22","0","0","5","52","23","63","116","85","0","0","-"
"770","Jacob Josefson","N.J","C","111","1329.95","8","9","4","5","17","54.84","102","7.84","9.86","189","150","121","48","3","7","30","14","14","0","0","15","24","35","82","129","41","486","504","49.09"
"846","Matt Fraser","BOS, DAL, EDM","R","86","949.7","11","6","2","4","17","60.71","122","9.02","8.45","193","155","100","29","14","6","27","9","6","3","0","19","18","17","134","118","33","4","5","44.44"
"887","Tye McGinn","ARI, PHI, S.J","L","87","945.41666666667","9","8","4","4","17","50.00","109","8.26","10.32","202","148","112","57","10","21","44","15","11","4","0","21","19","18","116","132","25","1","1","50.00"
"1048","Roman Cervenka","CGY","C","39","512.48333333333","9","8","3","5","17","70.83","51","17.65","5.54","103","80","71","23","2","1","14","7","7","0","0","4","8","8","7","16","4","58","67","46.40"
"1076","Damon Severson","N.J","D","51","1120.1166666667","5","12","2","10","17","41.46","93","5.38","4.4","205","140","40","5","4","6","22","11","11","0","0","2","38","14","19","27","34","0","1","0.00"
"109","Taylor Pyatt","NYR, PIT","L","104","1277.1","10","6","5","1","16","50.00","108","9.26","11.01","187","157","123","59","5","11","26","13","13","0","0","7","14","23","155","147","56","11","12","47.83"
"230","Matt Greene","L.A","D","125","1975.8666666667","5","11","6","5","16","25.00","110","4.55","3.78","269","186","45","5","7","19","109","41","36","3","2","9","87","9","349","222","193","0","1","0.00"
"302","Daniel Carcillo","CHI, L.A, NYR","L","119","1055.3","10","6","4","2","16","44.44","109","9.17","9.99","214","156","101","47","9","8","165","46","29","13","4","55","27","16","185","141","34","1","2","33.33"
"378","Patrick Bordeleau","COL","L","129","857.71666666667","8","8","4","4","16","72.73","61","13.11","4.86","104","83","48","27","3","8","185","45","25","13","7","25","15","12","296","98","17","1","4","20.00"
"441","Rich Clune","NSH","L","106","938.1","7","9","6","3","16","66.67","75","9.33","6.92","127","99","52","27","4","7","267","77","45","29","3","62","12","15","294","107","15","0","2","0.00"
"449","Chris VandeVelde","EDM, PHI","C","101","1061.1833333333","9","7","3","4","16","57.14","85","10.59","8.33","147","116","74","48","6","3","38","19","19","0","0","17","9","18","157","165","55","58","82","41.43"
"767","David Rundblad","CHI, PHX","D","74","970.81666666667","3","13","8","5","16","36.36","88","3.41","3.35","209","129","49","2","5","8","18","8","8","0","0","7","36","13","48","127","61","0","0","-"
"798","Nicolas Deslauriers","BUF","L","99","1196.9","6","10","6","4","16","72.73","106","5.66","8.64","192","150","97","47","17","10","89","27","17","9","1","20","9","11","312","81","39","0","2","0.00"
"1026","Vladislav Namestnikov","T.B","C","47","553.68333333333","9","7","4","3","16","66.67","50","18.00","5.3","78","64","62","33","1","8","17","7","6","1","0","9","10","17","44","60","14","82","99","45.30"
"1123","Nikita Zadorov","BUF","D","67","1182.65","4","12","6","6","16","32.65","56","7.14","2.58","113","82","34","4","2","4","55","22","20","1","1","6","44","12","159","75","76","1","0","100.00"
"55","Francis Bouillon","MTL","D","100","1787.3666666667","3","12","6","6","15","18.75","80","3.75","2.87","176","106","30","3","0","8","55","23","20","3","0","12","61","16","158","127","120","0","0","-"
"106","Jeff Halpern","MTL, NYR, PHX","C","115","1178.2333333333","6","9","4","5","15","68.18","71","8.45","6.64","124","95","81","37","3","10","34","17","17","0","0","23","8","28","121","113","55","504","429","54.02"
"193","Kyle Wellwood","WPG","C","39","506.08333333333","6","9","5","4","15","71.43","37","16.22","3.56","61","47","41","21","0","5","2","1","1","0","0","4","15","18","10","37","10","43","35","55.13"
"370","Peter Regin","CHI, NYI, OTT","C","92","1042.1333333333","4","11","7","4","15","50.00","109","3.67","10.78","189","144","107","56","5","9","28","10","9","0","1","20","14","34","58","132","27","269","339","44.24"
"466","Sergei Kostitsyn","NSH","L","46","769.1","3","12","7","5","15","46.88","42","7.14","4.6","107","70","57","26","4","2","11","4","3","1","0","7","20","15","27","38","25","3","1","75.00"
"638","Jack Hillen","CAR, WSH","D","74","1131.6166666667","3","12","6","6","15","38.46","64","4.69","2.39","155","98","36","3","2","7","28","14","14","0","0","7","33","8","58","167","104","0","0","-"
"712","Zac Rinaldo","PHI","C","157","1301.1333333333","6","9","8","1","15","57.69","114","5.26","8.5","211","167","86","28","7","11","336","93","63","18","12","76","15","21","590","267","44","4","4","50.00"
"838","Nate Prosser","MIN","D","133","1767.3166666667","4","11","3","8","15","24.19","73","5.48","2.55","168","113","30","1","2","7","94","30","22","6","2","17","25","28","73","310","207","0","0","-"
"897","Mark Pysyk","BUF","D","70","1299.9","4","11","3","8","15","40.54","76","5.26","3.13","160","114","24","4","5","8","18","9","9","0","0","8","30","16","44","73","77","0","0","-"
"1020","Connor Murphy","ARI, PHX","D","103","1765.8666666667","5","10","4","6","15","30.00","102","4.90","4.32","229","149","39","7","7","11","52","23","21","2","0","20","38","21","181","225","180","0","1","0.00"
"1124","Curtis Lazar","OTT","C","67","864.08333333333","6","9","7","2","15","44.12","92","6.52","10.2","165","126","94","47","9","8","14","7","7","0","0","10","13","24","167","137","40","129","144","47.25"
"31","Jochen Hecht","BUF","C","47","643.8","5","9","6","3","14","60.87","69","7.25","4.91","107","91","57","25","9","5","18","9","9","0","0","5","13","22","24","30","27","147","206","41.64"
"225","Paul Ranger","TOR","D","53","923.45","6","8","6","2","14","40.00","59","10.17","4","118","89","24","7","5","7","36","18","18","0","0","8","53","39","115","63","72","0","0","-"
"308","Paul Bissonnette","PHX","L","67","337.01666666667","2","12","6","6","14","73.68","38","5.26","2.92","61","53","32","18","2","3","89","23","12","9","2","20","4","7","87","54","12","1","2","33.33"
"437","Marc-Andre Cliche","COL","C","150","1587.2333333333","3","11","8","3","14","50.00","137","2.19","7.68","205","165","74","31","8","7","34","14","12","2","0","14","20","65","52","68","70","708","746","48.69"
"445","Mark Fraser","EDM, N.J, TOR","D","121","1962","1","13","10","3","14","18.18","63","1.59","1.86","178","106","30","3","4","5","216","70","48","20","2","35","72","21","356","217","246","0","0","-"
"481","Peter Harrold","N.J","D","99","1677.0166666667","5","9","4","5","14","34.15","99","5.05","5.34","202","143","51","10","1","9","24","11","11","0","0","18","31","14","78","211","78","0","0","-"
"555","Trevor Smith","PIT, TOR","C","83","898.26666666667","6","8","5","3","14","60.87","70","8.57","6.83","127","99","74","31","6","7","16","8","8","0","0","7","11","22","120","82","42","408","411","49.82"
"914","Jesper Fast","NYR","R","69","808.83333333333","6","8","4","4","14","60.87","59","10.17","9.69","105","83","76","50","4","6","10","5","5","0","0","9","6","14","122","92","35","4","16","20.00"
"1072","Mikhail Grigorenko","BUF","C","68","840.85","6","8","4","4","14","53.85","86","6.98","7.74","147","113","94","28","12","5","4","2","2","0","0","4","20","16","36","37","22","263","320","45.11"
"29","Radek Dvorak","ANA, CAR","R","69","756.61666666667","8","5","4","1","13","50.00","69","11.59","5.99","115","93","65","32","6","3","43","15","13","1","1","3","25","30","19","68","26","6","8","42.86"
"114","Adam Hall","CAR, PHI, T.B","R","117","1176.7666666667","4","9","6","3","13","54.17","95","4.21","8.28","155","127","77","27","9","6","46","16","13","2","1","14","12","29","136","95","72","455","323","58.48"
"127","Ruslan Fedotenko","PHI","L","47","590.96666666667","4","9","5","4","13","56.52","43","9.30","4.29","83","64","41","19","5","6","12","6","6","0","0","8","12","13","52","29","34","67","119","36.02"
"174","Carlo Colaiacovo","DET, PHI, STL","D","64","1036.2666666667","3","10","8","2","13","43.33","72","4.17","4.34","187","117","54","10","4","8","30","15","15","0","0","7","23","11","87","79","69","0","0","-"
"262","Ryan Whitney","EDM, FLA","D","41","745.46666666667","4","9","2","7","13","41.94","38","10.53","1.62","73","44","23","3","1","4","29","13","12","1","0","6","37","9","20","51","65","0","0","-"
"346","Ladislav Smid","CGY, EDM","D","152","2731.7166666667","3","10","2","8","13","16.46","92","3.26","3.85","200","142","40","7","1","8","144","54","47","4","3","19","71","25","395","166","341","0","0","-"
"377","Ryan Jones","EDM","L","79","862.11666666667","4","9","5","4","13","52.00","97","4.12","8.14","169","129","96","44","11","7","57","21","16","5","0","26","30","25","129","102","34","4","11","26.67"
"450","Jared Boll","CBJ","R","143","1084.9","4","9","6","3","13","54.17","59","6.78","4.86","117","85","61","26","3","6","271","71","33","35","3","73","13","8","266","191","33","4","8","33.33"
"514","Tom Sestito","PHI, VAN","L","110","708.78333333333","8","5","1","4","13","68.42","46","17.39","5.13","72","61","47","37","1","6","285","62","25","27","10","38","10","13","170","68","14","4","9","30.77"
"542","Andrew Ebbett","PIT, VAN","C","61","660.65","2","11","8","3","13","72.22","53","3.77","3.97","99","71","44","21","5","5","6","3","3","0","0","3","13","15","37","80","34","160","228","41.24"
"674","Zac Dalpe","BUF, CAR, VAN","C","86","709.98333333333","6","7","1","6","13","72.22","99","6.06","8.49","176","146","93","36","8","10","10","5","5","0","0","10","5","13","65","69","21","127","140","47.57"
"727","Brian Lashoff","DET","D","117","1779.8833333333","2","11","4","7","13","25.49","71","2.82","3.25","161","110","18","3","3","9","57","27","26","1","0","10","28","20","116","121","150","0","0","-"
"939","Kevan Miller","BOS","D","88","1560.0833333333","3","10","3","7","13","20.63","78","3.85","2.37","188","117","27","4","4","9","53","19","14","5","0","16","23","22","190","245","145","0","0","-"
"1018","Nathan Beaulieu","MTL","D","87","1321.85","1","12","7","5","13","27.08","85","1.18","4.18","209","131","45","6","3","12","53","18","14","3","1","17","64","10","60","172","93","0","0","-"
"41","Cory Sarich","CGY, COL","D","82","1338.9","1","11","2","9","12","25.53","62","1.61","1.82","149","91","31","3","4","7","54","21","17","4","0","9","32","20","150","177","99","0","1","0.00"
"66","Henrik Tallinder","BUF, N.J","D","89","1655.25","3","9","3","6","12","31.58","62","4.84","2.55","170","90","40","7","5","8","44","22","22","0","0","6","39","34","54","147","91","1","0","100.00"
"134","Rostislav Klesla","PHX","D","63","1057.5666666667","3","9","4","5","12","34.29","66","4.55","2.35","143","95","24","3","1","6","46","20","18","2","0","10","9","5","81","104","85","0","0","-"
"212","Keith Aucoin","NYI, STL","C","43","538.81666666667","6","6","4","2","12","50.00","51","11.76","4.79","93","69","54","23","3","4","4","2","2","0","0","8","19","22","33","34","21","176","183","49.03"
"221","Keith Ballard","MIN, VAN","D","95","1338.1333333333","2","10","5","5","12","26.09","69","2.90","3.82","158","97","52","12","2","8","92","37","31","6","0","35","36","25","118","123","91","0","0","-"
"653","Zach Boychuk","CAR, NSH, PIT","L","55","601.63333333333","5","7","6","1","12","54.55","64","7.81","5.29","108","85","61","26","3","8","10","5","5","0","0","6","7","15","67","62","13","0","1","0.00"
"702","Mark Borowiecki","OTT","D","82","1244.1833333333","2","10","4","6","12","25.00","37","5.41","1.29","96","58","19","4","2","9","173","53","34","17","2","38","30","9","300","155","120","0","0","-"
"736","Tim Erixon","CBJ, CHI, TOR","D","75","1154.4","2","10","4","6","12","24.49","58","3.45","2.51","154","88","37","2","0","4","30","15","15","0","0","6","21","8","55","95","68","0","0","-"
"782","Dmitry Orlov","WSH","D","59","1133","3","9","4","5","12","25.53","60","5.00","2.59","137","90","29","4","3","4","19","8","7","1","0","14","30","30","77","83","66","0","0","-"
"841","Bobby Butler","FLA, N.J, NSH","R","36","394.98333333333","4","8","4","4","12","66.67","46","8.70","4.81","80","59","50","22","5","6","6","3","3","0","0","8","4","9","17","31","4","2","3","40.00"
"1034","Barclay Goodrow","S.J","R","60","664.3","4","8","7","1","12","60.00","68","5.88","5.56","131","94","64","24","13","3","35","12","10","1","1","9","24","27","76","87","24","12","11","52.17"
"1127","Ronalds Kenins","VAN","L","30","368.05","4","8","5","3","12","80.00","38","10.53","2.78","68","50","42","14","7","2","8","4","4","0","0","0","9","13","71","39","7","0","0","-"
"1140","Dennis Everberg","COL","R","55","649.05","3","9","4","5","12","57.14","62","4.84","5.76","109","87","66","33","4","7","10","5","5","0","0","11","11","20","73","76","41","0","3","0.00"
"1144","Pierre-Edouard Bellemare","PHI","L","81","1039.3833333333","6","6","4","2","12","46.15","113","5.31","9.22","204","159","89","35","6","14","18","6","4","2","0","15","19","32","121","126","61","360","401","47.31"
"22","Milan Hejduk","COL","R","29","381.11666666667","4","7","5","2","11","73.33","41","9.76","4.37","69","51","48","23","2","3","0","0","0","0","0","1","16","6","6","21","8","2","4","33.33"
"117","Brian McGrattan","CGY, NSH","R","105","712.78333333333","7","4","3","1","11","64.71","107","6.54","5.6","172","140","57","25","5","10","153","30","9","15","6","30","12","20","125","52","30","2","2","50.00"
"172","Chuck Kobasew","COL, PIT","R","70","786.93333333333","7","4","3","1","11","50.00","80","8.75","8.15","141","109","84","41","2","8","36","15","13","2","0","14","13","24","83","81","35","19","32","37.25"
"194","Cody McCormick","BUF, MIN","C","84","821.33333333333","3","8","7","1","11","68.75","63","4.76","4.08","113","83","45","20","4","6","98","27","14","12","1","31","15","10","170","33","55","248","269","47.97"
"312","Tyson Strachan","BUF, FLA, WSH","D","102","1905.65","0","11","3","8","11","27.50","87","0.00","3.21","198","131","31","9","0","12","112","29","16","10","3","22","41","28","208","188","197","0","0","-"
"332","Chris Porter","STL","L","75","795","3","8","5","3","11","61.11","94","3.19","8.36","147","129","85","45","6","9","6","3","3","0","0","5","4","9","196","85","9","32","45","41.56"
