"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"325","Jay Rosehill","PHI","L","45","242.75","3","0","0","0","3","60.00","21","14.29","1.79","37","30","18","11","2","2","154","36","17","14","5","27","7","2","66","50","9","0","1","0.00"
"397","Aaron Gagnon","WPG","C","10","81.533333333333","3","0","0","0","3","60.00","11","27.27","1.17","17","14","13","7","0","1","2","1","1","0","0","1","2","4","7","7","4","30","27","52.63"
"438","Matt Kassian","OTT","L","48","242.16666666667","2","1","1","0","3","42.86","18","11.11","2.37","35","26","15","9","0","3","110","22","5","14","3","20","8","2","90","28","7","0","0","-"
"451","Blair Jones","CGY, PHI","C","33","348.06666666667","2","1","0","1","3","75.00","36","5.56","3.83","69","50","40","18","3","1","33","11","9","1","1","9","10","10","59","35","15","99","96","50.77"
"627","Pierre-Cedric Labrie","T.B","L","32","251.98333333333","2","1","1","0","3","75.00","18","11.11","1.82","42","30","20","10","2","0","50","15","9","6","0","8","5","4","64","25","8","4","2","66.67"
"670","Aaron Ness","NYI","D","20","295.88333333333","1","2","0","2","3","100.00","23","4.35","1.7","49","32","15","0","0","1","10","5","5","0","0","2","7","3","14","31","26","0","0","-"
"679","Patrice Cormier","WPG","C","20","106.46666666667","0","3","1","2","3","150.00","8","0.00","0.87","18","9","13","7","2","1","14","4","2","2","0","7","0","2","36","13","5","30","27","52.63"
"691","David Warsofsky","BOS","D","10","168.05","1","2","1","1","3","27.27","17","5.88","0.41","32","21","4","0","0","0","0","0","0","0","0","0","2","1","2","11","6","0","0","-"
"709","Teemu Hartikainen","EDM","C","23","243.06666666667","1","2","1","1","3","50.00","21","4.76","3.11","48","39","34","15","2","5","6","3","3","0","0","2","2","6","22","38","3","1","3","25.00"
"715","Sean Collins","CBJ","C","19","194.18333333333","0","3","0","3","3","50.00","10","0.00","0.85","18","14","10","6","0","1","8","4","4","0","0","4","0","2","30","22","6","3","7","30.00"
"722","Mark Cundari","CGY","D","8","122.2","1","2","1","1","3","75.00","14","7.14","0.69","27","20","6","1","0","2","2","1","1","0","0","1","7","1","25","8","8","0","0","-"
"741","Carter Ashton","TOR","R","39","244.31666666667","0","3","2","1","3","60.00","27","0.00","1.79","45","35","24","9","1","2","19","5","2","3","0","9","6","5","52","66","10","13","15","46.43"
"747","Chris Brown","PHX, WSH","R","22","174.85","2","1","1","0","3","100.00","18","11.11","1.18","32","24","14","4","2","2","21","5","3","1","1","2","5","3","34","23","2","16","27","37.21"
"778","Ben Hanowski","CGY","R","16","146.18333333333","1","2","0","2","3","60.00","14","7.14","1.24","22","17","13","6","1","4","2","1","1","0","0","1","4","2","21","3","1","1","2","33.33"
"806","Gabriel Dumont","MTL","C","15","137.81666666667","1","2","1","1","3","150.00","25","4.00","1.8","35","29","19","8","2","2","13","5","4","1","0","3","1","3","32","22","8","43","24","64.18"
"812","Patrick Wey","WSH","D","9","131.26666666667","0","3","1","2","3","50.00","5","0.00","0.15","15","6","4","1","0","2","5","1","0","1","0","2","7","1","11","24","4","0","0","-"
"820","Jerry D'Amigo","BUF, TOR","R","31","264.58333333333","1","2","1","1","3","50.00","19","5.26","1.49","29","23","20","8","2","0","2","1","1","0","0","8","3","9","31","50","11","1","3","25.00"
"827","Oliver Lauridsen","PHI","D","16","237.45","2","1","1","0","3","25.00","17","11.76","0.47","32","24","4","0","0","0","44","11","7","2","2","4","13","0","38","38","24","0","0","-"
"830","Darren Archibald","VAN","R","16","124.75","1","2","1","1","3","50.00","11","9.09","0.9","20","15","9","4","0","1","0","0","0","0","0","4","1","2","30","25","9","0","1","0.00"
"837","Casey Wellman","WSH","C","13","121.86666666667","2","1","0","1","3","60.00","15","13.33","1.39","25","21","13","8","0","3","0","0","0","0","0","1","3","3","9","13","5","50","47","51.55"
"865","Patrik Nemeth","DAL","D","30","466.76666666667","0","3","1","2","3","21.43","19","0.00","0.77","47","28","16","2","0","2","12","6","6","0","0","4","13","4","44","61","32","0","0","-"
"868","Tyler Pitlick","EDM","C, R","27","301.25","3","0","0","0","3","42.86","27","11.11","1.93","58","43","23","14","3","3","4","2","2","0","0","4","7","6","81","41","21","6","6","50.00"
"934","Harry Zolnierczyk","NYI, PHI, PIT","L","22","205.5","2","1","1","0","3","100.00","17","11.76","1.77","31","23","20","10","1","2","48","13","9","2","2","11","4","5","27","54","9","2","2","50.00"
"956","Josh Manson","ANA","D","28","516.15","0","3","1","2","3","18.75","26","0.00","1.14","55","34","10","2","0","1","31","14","13","1","0","2","17","9","44","49","24","0","0","-"
"957","Iiro Pakarinen","EDM","R","17","172.3","1","2","0","2","3","100.00","34","2.94","2.91","53","38","24","9","2","2","2","1","1","0","0","3","2","0","51","18","3","1","0","100.00"
"973","Andy Andreoff","L.A","L","18","154.23333333333","2","1","0","1","3","100.00","14","14.29","2.28","28","24","15","6","0","0","18","6","4","2","0","2","4","7","33","18","0","32","29","52.46"
"975","Josh Leivo","TOR","L","16","137.9","2","1","1","0","3","60.00","14","14.29","1.2","22","19","12","8","0","2","4","2","2","0","0","2","1","9","10","18","0","0","3","0.00"
"993","Xavier Ouellet","DET","D","25","402.48333333333","2","1","1","0","3","21.43","31","6.45","1.33","76","48","15","4","0","0","4","2","2","0","0","1","9","2","18","43","14","0","0","-"
"1023","Matt Puempel","OTT","L","13","104.41666666667","2","1","0","1","3","42.86","14","14.29","2.04","26","21","19","12","2","4","8","3","3","0","0","0","0","3","9","12","1","0","1","0.00"
"1024","Stuart Percy","TOR","D","9","162.7","0","3","3","0","3","42.86","13","0.00","0.46","24","17","9","1","1","3","2","1","1","0","0","1","12","7","14","26","13","0","0","-"
"1037","Brad Hunt","EDM","D","14","252.13333333333","1","2","2","0","3","33.33","21","4.76","1.16","51","34","6","0","0","3","0","0","0","0","0","1","7","7","8","23","12","0","0","-"
"1047","Chad Billins","CGY","D","10","122.08333333333","0","3","0","3","3","75.00","3","0.00","0.15","16","8","2","0","0","0","0","0","0","0","0","0","2","2","0","2","9","0","0","-"
"1084","Petteri Lindbohm","STL","D","23","358.13333333333","2","1","1","0","3","27.27","32","6.25","1.26","53","40","15","2","0","1","26","10","8","2","0","7","3","6","26","63","22","0","0","-"
"1105","Sven Andrighetto","MTL","R","12","112.96666666667","2","1","1","0","3","42.86","12","16.67","0.75","21","13","11","6","0","0","0","0","0","0","0","0","2","1","5","13","4","3","12","20.00"
"1126","Kerby Rychel","CBJ","L","5","53.466666666667","0","3","3","0","3","100.00","4","0.00","0.32","10","7","4","2","1","2","2","1","1","0","0","0","1","2","11","3","3","0","0","-"
"14","Jamal Mayers","CHI","R","19","132.43333333333","0","2","1","1","2","40.00","10","0.00","0.91","17","15","8","3","1","0","16","5","3","2","0","2","2","3","26","15","4","42","36","53.85"
"45","Tom Poti","WSH","D","16","243.58333333333","0","2","2","0","2","25.00","8","0.00","0.52","24","13","5","1","0","2","2","1","1","0","0","3","5","2","5","15","15","0","0","-"
"46","Arron Asham","NYR","R","33","223.96666666667","2","0","0","0","2","50.00","15","13.33","1.39","26","18","17","6","2","1","64","16","7","8","1","12","5","5","47","17","5","5","5","50.00"
"245","David Van Der Gulik","COL, L.A","L","12","101.56666666667","0","2","2","0","2","50.00","14","0.00","0.76","23","18","13","4","0","0","6","3","3","0","0","2","2","3","12","20","7","5","5","50.00"
"251","Kris Newbury","NYR, PHI","C","10","67.416666666667","0","2","2","0","2","100.00","5","0.00","0.57","10","9","5","4","1","0","16","5","3","2","0","3","0","1","19","8","0","22","24","47.83"
"342","Cam Barker","VAN","D","14","198.78333333333","0","2","1","1","2","33.33","19","0.00","0.83","36","26","7","2","0","3","4","2","2","0","0","1","4","0","16","11","16","0","0","-"
"345","Rostislav Olesz","N.J","L","10","114.2","0","2","1","1","2","66.67","9","0.00","1.04","13","11","9","6","1","2","0","0","0","0","0","0","0","3","11","8","1","1","2","33.33"
"405","Brad Staubitz","ANA","R","15","93.216666666667","1","1","1","0","2","100.00","5","20.00","0.49","10","7","4","1","1","0","41","8","3","3","2","3","3","0","31","19","7","0","0","-"
"520","John McCarthy","S.J","C","36","398.05","1","1","1","0","2","40.00","49","2.04","3.98","77","57","36","19","2","4","4","2","2","0","0","2","9","9","25","39","17","71","62","53.38"
"546","Tim Wallace","CAR","R","28","280.8","1","1","1","0","2","66.67","20","5.00","2.07","35","30","21","8","1","2","17","3","1","1","1","8","3","4","69","37","4","9","21","30.00"
"557","Derek Smith","CGY","D","36","402.83333333333","0","2","0","2","2","50.00","30","0.00","1.36","59","44","9","1","0","4","12","6","6","0","0","3","12","4","13","32","30","2","1","66.67"
"567","Alex Grant","ANA","D","2","24.35","2","0","0","0","2","66.67","2","100.00","0.09","7","3","1","0","0","0","2","1","1","0","0","0","0","0","1","1","0","0","0","-"
"588","Linus Omark","BUF, EDM","L","14","175.06666666667","0","2","0","2","2","50.00","10","0.00","0.77","25","19","10","2","0","1","6","3","3","0","0","5","2","2","4","7","3","0","1","0.00"
"605","Colton Gillies","CBJ","C","27","224.05","1","1","1","0","2","50.00","17","5.88","0.86","26","18","13","6","1","0","17","7","6","1","0","6","2","3","61","28","10","0","2","0.00"
"658","Mattias Tedenby","N.J","R","19","186.31666666667","1","1","0","1","2","66.67","11","9.09","1.18","24","16","16","8","1","0","12","5","5","0","0","4","2","4","17","17","3","0","2","0.00"
"673","Luke Adam","BUF, CBJ","C","19","212.5","2","0","0","0","2","33.33","18","11.11","1.74","41","26","22","10","2","1","10","4","4","0","0","3","0","1","21","17","3","11","16","40.74"
"699","Derek Grant","OTT","C","25","234.55","0","2","2","0","2","40.00","36","0.00","2.65","61","50","25","11","2","4","4","2","2","0","0","3","2","5","40","25","11","96","85","53.04"
"716","Andrew MacWilliam","TOR","D","12","184.83333333333","0","2","0","2","2","100.00","5","0.00","0.23","13","7","5","0","0","0","12","6","6","0","0","6","4","2","35","16","20","0","1","0.00"
"733","Matt Gilroy","FLA, NYR","D","31","403.38333333333","1","1","1","0","2","25.00","41","2.44","1.94","75","59","19","4","1","4","12","6","6","0","0","2","19","4","11","45","24","0","0","-"
"786","Brian Dumoulin","PIT","D","14","240.76666666667","1","1","1","0","2","16.67","7","14.29","0.37","16","12","2","1","0","1","6","3","3","0","0","2","7","1","12","33","17","0","0","-"
"803","Alexander Urbom","N.J, WSH","D","21","306.3","1","1","1","0","2","22.22","16","6.25","0.61","35","26","6","0","0","1","19","4","2","1","1","3","12","6","26","33","14","0","0","-"
"811","Seth Helgeson","N.J","D","22","296.2","0","2","1","1","2","18.18","11","0.00","0.3","28","18","6","0","0","1","18","6","4","2","0","3","9","3","42","21","18","0","0","-"
"835","Julien Brouillette","WPG, WSH","D","11","165.06666666667","1","1","1","0","2","25.00","4","25.00","0.27","16","8","8","0","0","0","0","0","0","0","0","1","5","1","11","17","12","0","0","-"
"843","Chris Breen","CGY","D","9","84.466666666667","0","2","1","1","2","33.33","4","0.00","0.17","10","7","2","0","0","0","5","1","0","1","0","1","5","0","3","3","7","0","0","-"
"845","Dave Dziurzynski","OTT","L","12","150.58333333333","2","0","0","0","2","66.67","20","10.00","1.9","28","25","15","10","1","5","13","5","4","1","0","3","2","4","29","24","3","3","1","75.00"
"853","Petr Straka","PHI","R","3","28.366666666667","0","2","2","0","2","100.00","2","0.00","0.3","5","3","2","2","1","2","0","0","0","0","0","0","1","1","4","2","1","0","0","-"
"858","Danny Biega","CAR","D","10","161.41666666667","0","2","0","2","2","40.00","7","0.00","0.33","25","14","3","1","0","0","0","0","0","0","0","2","7","1","27","24","7","0","0","-"
"881","Joey Hishon","COL","C","13","131.46666666667","1","1","0","1","2","40.00","19","5.26","1.87","29","24","19","8","3","1","0","0","0","0","0","3","2","5","3","14","7","35","43","44.87"
"904","Bryan Rust","PIT","R","14","168.36666666667","1","1","0","1","2","33.33","34","2.94","2.16","48","39","26","12","1","3","4","2","2","0","0","4","6","2","21","21","3","0","0","-"
"910","Sam Carrick","TOR","C","16","103.75","1","1","0","1","2","66.67","17","5.88","1.2","24","22","16","3","2","0","9","3","2","1","0","2","1","7","30","22","1","38","53","41.76"
"911","Kenny Agostino","CGY","L","8","88.733333333333","1","1","1","0","2","100.00","12","8.33","1.53","20","18","12","7","1","2","0","0","0","0","0","1","3","3","9","7","3","0","0","-"
"912","Justin Florek","BOS","L","4","47.383333333333","1","1","1","0","2","66.67","5","20.00","0.35","8","7","4","2","0","0","0","0","0","0","0","0","0","2","4","6","0","0","1","0.00"
"925","Jason Akeson","PHI","R","15","130.4","1","1","1","0","2","40.00","13","7.69","0.84","27","18","10","3","3","1","8","4","4","0","0","3","3","3","12","14","4","1","1","50.00"
"929","Ben Street","CGY, COL","C","22","254.13333333333","0","2","0","2","2","28.57","34","0.00","2.22","60","47","27","11","5","1","4","2","2","0","0","2","5","9","25","25","8","104","116","47.27"
"933","Kael Mouillierat","NYI","L","6","52.066666666667","1","1","0","1","2","100.00","1","100.00","0.29","4","3","2","1","0","0","8","3","3","0","0","0","0","4","8","3","3","16","18","47.06"
"942","Andy Miele","PHX","C","8","74.483333333333","0","2","0","2","2","33.33","6","0.00","0.41","11","8","5","1","1","1","5","1","0","1","0","3","1","2","6","5","2","17","28","37.78"
"950","Alexey Marchenko","DET","D","14","213.95","1","1","0","1","2","25.00","7","14.29","0.22","19","11","5","0","0","0","4","2","2","0","0","0","4","4","9","22","10","0","0","-"
"954","Frank Corrado","VAN","D","28","403.36666666667","2","0","0","0","2","22.22","32","6.25","1.3","71","52","12","2","2","3","4","2","2","0","0","4","11","3","32","45","34","0","0","-"
"979","David Musil","EDM","D","4","79.216666666667","0","2","1","1","2","50.00","3","0.00","0.08","7","4","1","0","0","0","2","1","1","0","0","0","2","1","5","4","8","0","0","-"
"980","Ty Rattie","STL","R","13","122.2","0","2","1","1","2","66.67","12","0.00","1.59","24","18","16","8","0","1","2","1","1","0","0","0","1","0","16","9","4","0","0","-"
"1045","Jeremy Welsh","CAR, VAN","C","24","159.5","1","1","1","0","2","33.33","17","5.88","1.18","26","23","15","6","2","0","6","3","3","0","0","3","5","4","22","14","8","61","49","55.45"
"1049","Daniel Bang","NSH","L","8","103.2","0","2","1","1","2","66.67","13","0.00","1.1","24","19","17","7","1","0","0","0","0","0","0","2","0","3","12","11","0","0","0","-"
"1086","Liam O'Brien","WSH","C","13","98.066666666667","1","1","1","0","2","50.00","16","6.25","1.24","22","19","11","8","1","0","23","7","4","3","0","5","1","3","35","18","0","1","1","50.00"
"1092","Tim Schaller","BUF","C","18","204.28333333333","1","1","1","0","2","66.67","19","5.26","1.37","26","22","17","7","2","1","2","1","1","0","0","1","3","3","44","8","14","74","112","39.78"
"1099","Chad Ruhwedel","BUF","D","32","524.68333333333","0","2","2","0","2","13.33","47","0.00","1.21","86","58","15","0","0","3","2","1","1","0","0","2","6","8","33","44","39","0","0","-"
"1129","Simon Moser","NSH","C","6","60.783333333333","1","1","1","0","2","100.00","7","14.29","0.47","11","9","6","3","0","0","2","1","1","0","0","0","0","1","5","8","1","0","0","-"
"1131","Kevin Czuczman","NYI","D","13","254.06666666667","0","2","2","0","2","28.57","24","0.00","1.29","44","37","19","3","3","3","14","7","7","0","0","1","6","6","15","16","13","1","0","100.00"
"1142","Borna Rendulic","COL","R","11","103.41666666667","1","1","1","0","2","33.33","6","16.67","0.71","11","7","5","3","1","0","6","3","3","0","0","0","1","5","22","9","3","0","0","-"
"6","Roman Hamrlik","NYR, WSH","D","16","183.66666666667","0","1","0","1","1","33.33","7","0.00","0.25","21","13","1","0","0","0","8","4","4","0","0","0","3","1","8","13","14","0","0","-"
"12","Jamie Langenbrunner","STL","R","4","39.116666666667","0","1","0","1","1","100.00","5","0.00","0.23","5","5","2","1","0","0","0","0","0","0","0","0","1","0","4","2","0","0","4","0.00"
"17","Scott Nichol","STL","C","30","293.35","1","0","0","0","1","20.00","13","7.69","0.89","22","17","14","5","0","0","25","7","5","1","1","6","1","6","27","15","13","132","86","60.55"
"50","Brett Clark","MIN","D","8","112.53333333333","0","1","1","0","1","50.00","6","0.00","0.37","18","8","4","1","0","1","0","0","0","0","0","0","4","1","5","7","11","0","0","-"
"74","Tom Kostopoulos","N.J","R","15","136.45","1","0","0","0","1","33.33","13","7.69","1.84","22","18","13","6","1","1","18","6","4","2","0","7","1","2","23","16","3","3","2","60.00"
"99","Kent Huskins","DET, PHI","D","19","297.63333333333","0","1","1","0","1","16.67","4","0.00","0.19","17","11","3","0","0","1","4","2","2","0","0","5","5","0","18","33","37","0","0","-"
"112","Nolan Yonkman","ANA, FLA","D","9","98.166666666667","0","1","0","1","1","20.00","7","0.00","0.38","14","13","4","0","0","0","11","4","3","1","0","1","1","1","19","12","4","0","0","-"
"199","Andrew Alberts","VAN","D","34","438.15","0","1","1","0","1","11.11","20","0.00","0.97","53","32","20","3","2","0","32","8","6","0","2","7","11","5","45","51","38","0","0","-"
"213","Maxime Fortunus","DAL","D","1","16.283333333333","0","1","0","1","1","100.00","0","-","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","-"
"222","Derek Meech","WPG","D","16","235.15","0","1","1","0","1","16.67","5","0.00","0.38","23","9","7","1","0","3","2","1","1","0","0","0","7","1","24","22","12","0","0","-"
"253","Anton Babchuk","CGY","D","7","82.95","0","1","0","1","1","25.00","5","0.00","0.27","13","8","2","1","0","0","0","0","0","0","0","0","5","0","1","2","9","0","0","-"
"254","Denis Grebeshkov","EDM","D","7","95.833333333333","0","1","0","1","1","20.00","3","0.00","0.05","5","3","0","0","0","0","2","1","1","0","0","0","1","1","3","5","9","0","0","-"
"375","Mike Lundin","OTT","D","11","170.58333333333","0","1","1","0","1","33.33","13","0.00","0.49","23","15","5","2","0","1","0","0","0","0","0","1","5","2","2","22","7","0","0","-"
"376","Brett Carson","CGY","D","10","109.28333333333","0","1","0","1","1","33.33","8","0.00","0.19","13","11","0","0","0","0","0","0","0","0","0","0","3","0","4","10","12","0","0","-"
"398","Travis Morin","DAL","C","10","113.9","0","1","0","1","1","25.00","14","0.00","1.12","26","20","12","7","1","1","0","0","0","0","0","0","1","3","3","5","1","47","51","47.96"
"426","Matt Pelech","S.J","R","8","41.666666666667","1","0","0","0","1","100.00","3","33.33","0.24","5","4","3","2","0","0","29","6","2","3","1","4","0","1","13","14","1","0","0","-"
"427","Joe Finley","NYI","D","16","191.31666666667","0","1","0","1","1","100.00","2","0.00","0.12","13","4","4","0","0","0","20","7","5","2","0","4","6","3","24","22","15","0","1","0.00"
"430","Brendan Mikkelson","T.B","D","4","39.033333333333","0","1","1","0","1","50.00","0","-","0","2","0","1","0","0","0","6","2","2","0","0","1","2","1","3","10","5","0","0","-"
"456","Tom Wandell","DAL","C","18","151.95","1","0","0","0","1","33.33","14","7.14","0.79","36","21","14","1","1","0","4","2","2","0","0","4","6","8","15","16","9","46","65","41.44"
"471","Kevin Henderson","NSH","L","4","58.766666666667","1","0","0","0","1","33.33","3","33.33","0.56","7","5","5","3","0","0","0","0","0","0","0","2","1","1","3","5","1","0","0","-"
"485","Alex Biega","VAN","D","7","110.56666666667","1","0","0","0","1","20.00","7","14.29","0.36","19","14","2","0","1","0","0","0","0","0","0","0","3","1","34","7","8","0","0","-"
"524","Andreas Nodl","CAR","R","8","67.75","0","1","0","1","1","100.00","6","0.00","0.37","11","9","4","1","0","2","2","1","1","0","0","0","0","3","13","4","3","1","2","33.33"
"533","Benn Ferriero","NYR, VAN","R","6","47.15","0","1","1","0","1","100.00","4","0.00","0.44","9","8","4","2","1","0","0","0","0","0","0","0","1","2","5","6","2","2","7","22.22"
"539","Frédéric St-Denis","CBJ","D","4","53.183333333333","0","1","0","1","1","100.00","2","0.00","0.08","8","2","3","1","0","0","0","0","0","0","0","2","0","0","2","3","2","0","0","-"
"547","Greg Rallo","FLA","C","10","95.533333333333","1","0","0","0","1","100.00","10","10.00","1.16","17","15","13","6","2","2","2","1","1","0","0","0","2","2","20","13","1","1","2","33.33"
"556","Matt Anderson","N.J","R","2","11.55","0","1","1","0","1","100.00","0","-","0.09","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","-"
"568","Paul Carey","COL","C","22","156","0","1","1","0","1","16.67","11","0.00","0.71","24","19","6","4","1","1","0","0","0","0","0","1","1","4","23","14","4","0","3","0.00"
"570","John Albert","WPG","C","9","46.016666666667","1","0","0","0","1","100.00","5","20.00","0.17","6","5","3","1","3","0","0","0","0","0","0","0","0","1","8","4","3","9","12","42.86"
"636","Bryan Lerg","S.J","C","2","25.2","1","0","0","0","1","100.00","8","12.50","0.62","9","9","5","2","0","1","0","0","0","0","0","1","1","0","3","5","0","4","0","100.00"
"642","Eric Selleck","FLA","L","2","15.833333333333","0","1","1","0","1","50.00","2","0.00","0.4","4","3","3","2","1","2","17","3","1","1","1","1","0","2","5","2","0","0","0","-"
"685","Andrew Campbell","ARI, L.A","D","36","616.8","0","1","0","1","1","11.11","32","0.00","1.48","69","49","22","3","2","3","10","5","5","0","0","4","6","2","70","89","59","0","0","-"
"718","Stu Bickel","MIN, NYR","D","25","137.21666666667","0","1","1","0","1","33.33","5","0.00","0.31","11","7","4","1","0","0","95","20","10","5","5","9","8","2","23","17","15","0","0","-"
"720","Justin Hodgman","ARI","C","5","56.983333333333","1","0","0","0","1","100.00","3","33.33","0.83","4","4","4","4","0","0","2","1","1","0","0","1","2","0","8","3","0","25","21","54.35"
"743","Landon Ferraro","DET","C","7","71.85","1","0","0","0","1","100.00","6","16.67","0.3","8","6","4","2","0","0","2","1","1","0","0","1","2","3","10","12","5","0","0","-"
"745","Carl Klingberg","WPG","L","5","33.233333333333","1","0","0","0","1","50.00","3","33.33","0.25","6","4","4","4","0","1","0","0","0","0","0","1","1","1","4","7","1","0","0","-"
"748","Mat Clark","ANA","D","7","89.4","0","1","1","0","1","25.00","2","0.00","0.05","7","3","2","0","0","0","6","3","3","0","0","2","2","1","10","10","5","0","0","-"
"807","Corban Knight","CGY","C","9","68.35","1","0","0","0","1","25.00","6","16.67","0.28","9","8","3","1","0","0","0","0","0","0","0","0","0","1","13","5","5","33","29","53.23"
"826","Adam Almquist","DET","D","2","34.433333333333","1","0","0","0","1","50.00","2","50.00","0.18","3","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"833","Andrew Agozzino","COL","L","1","9.75","0","1","0","1","1","100.00","1","0.00","0.1","2","2","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","2","0.00"
"866","Christian Thomas","MTL, NYR","L","21","190.85","1","0","0","0","1","100.00","29","3.45","2.12","52","36","23","11","2","3","7","2","1","1","0","3","0","6","12","27","4","0","1","0.00"
"880","Austin Watson","NSH","L","6","76.233333333333","1","0","0","0","1","50.00","4","25.00","0.36","12","8","5","2","2","0","0","0","0","0","0","0","3","3","2","7","2","19","25","43.18"
"906","Stanislav Galiev","WSH","R","2","18.766666666667","1","0","0","0","1","100.00","2","50.00","0.34","4","3","3","1","0","0","0","0","0","0","0","0","1","2","3","6","0","0","0","-"
"916","Brandon Davidson","EDM","D","12","181.65","1","0","0","0","1","16.67","7","14.29","0.43","20","14","5","1","0","0","0","0","0","0","0","1","4","0","18","22","22","0","0","-"
"917","Freddie Hamilton","COL, S.J","C","29","249.93333333333","1","0","0","0","1","20.00","24","4.17","1.87","48","34","24","11","1","3","2","1","1","0","0","2","2","5","49","33","6","38","59","39.18"
"919","Joonas Rask","NSH","C","2","16.016666666667","0","1","0","1","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"926","Michael Sgarbossa","COL","C","9","83.466666666667","0","1","0","1","1","33.33","8","0.00","0.38","17","10","8","3","0","2","14","3","2","0","1","3","1","1","4","5","2","18","27","40.00"
"928","Brendan Shinnimin","ARI","C","12","132.41666666667","0","1","0","1","1","100.00","10","0.00","0.61","23","15","10","2","1","0","8","4","4","0","0","3","4","4","12","21","4","42","59","41.58"
"944","Mike Sislo","N.J","R","24","246.06666666667","0","1","1","0","1","100.00","33","0.00","2.36","49","42","26","13","2","2","2","1","1","0","0","1","1","5","31","18","6","5","1","83.33"
"946","Joe Whitney","N.J","R","5","35.5","1","0","0","0","1","50.00","1","100.00","0.04","2","1","1","0","0","0","0","0","0","0","0","0","0","0","6","2","0","0","1","0.00"
"955","David Broll","TOR","L","5","40.916666666667","0","1","0","1","1","50.00","3","0.00","0.28","7","4","3","1","0","0","5","1","0","1","0","1","5","2","7","3","2","0","0","-"
"962","Brian Ferlin","BOS","R","7","61.566666666667","0","1","1","0","1","100.00","6","0.00","0.64","15","9","6","4","0","0","0","0","0","0","0","0","0","1","20","9","0","0","1","0.00"
"963","John Persson","NYI","L","10","120.36666666667","1","0","0","0","1","50.00","16","6.25","1.14","27","20","17","8","1","0","6","3","3","0","0","4","0","1","18","9","6","0","2","0.00"
"966","Shane Prince","OTT","L","2","20.95","0","1","0","1","1","100.00","2","0.00","0.37","6","4","4","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","-"
"970","Michael Paliotta","CHI","D","1","12.75","0","1","0","1","1","100.00","2","0.00","0.04","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","-"
"981","Rocco Grimaldi","FLA","C","7","88.266666666667","1","0","0","0","1","50.00","18","5.56","1.04","26","22","12","3","0","1","4","2","2","0","0","4","0","3","7","8","1","6","8","42.86"
"994","Johan Sundstrom","NYI","C","11","95.316666666667","0","1","0","1","1","50.00","13","0.00","0.72","16","16","7","5","0","1","6","3","3","0","0","4","3","5","4","7","2","4","7","36.36"
"995","Miikka Salomaki","NSH","R","1","10.816666666667","1","0","0","0","1","100.00","4","25.00","0.47","4","4","2","2","0","1","0","0","0","0","0","1","0","0","7","0","1","0","0","-"
"1022","Joe Morrow","BOS","D","15","250.35","1","0","0","0","1","16.67","20","5.00","0.76","48","30","10","2","1","2","4","2","2","0","0","3","3","2","18","21","22","0","0","-"
"1032","Jonathan Marchessault","CBJ, T.B","C","4","45.766666666667","1","0","0","0","1","50.00","3","33.33","0.21","7","5","4","0","0","1","0","0","0","0","0","2","0","2","5","3","0","1","2","33.33"
"1033","Daniil Tarasov","S.J","R","5","37.85","0","1","0","1","1","50.00","5","0.00","0.25","7","6","4","1","0","0","0","0","0","0","0","0","0","1","2","1","1","1","0","100.00"
"1035","Mike Halmo","NYI","L","20","189.83333333333","1","0","0","0","1","100.00","25","4.00","2.12","43","30","26","15","1","1","32","9","6","2","1","9","2","4","52","19","4","4","16","20.00"
"1053","Griffin Reinhart","NYI","D","8","113.38333333333","0","1","0","1","1","16.67","4","0.00","0.11","11","8","2","0","0","0","6","3","3","0","0","2","2","0","14","9","8","0","0","-"
"1075","Jordan Martinook","ARI","L","8","93.583333333333","0","1","0","1","1","33.33","8","0.00","1.09","22","20","14","7","1","4","0","0","0","0","0","2","0","2","14","12","2","1","0","100.00"
"1078","Jake McCabe","BUF","D","9","128.75","0","1","0","1","1","50.00","3","0.00","0.1","8","4","2","0","0","1","15","2","0","1","1","2","0","2","9","17","11","0","0","-"
"1083","Josh Anderson","CBJ","R","6","80.7","0","1","0","1","1","33.33","10","0.00","0.56","19","13","12","2","0","2","2","1","1","0","0","1","3","3","24","12","2","0","0","-"
"1087","Dmitry Korobov","T.B","D","3","32.066666666667","0","1","0","1","1","inf","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","2","0","5","5","0","0","0","-"
