"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"258","Darren Haydar","COL","R","1","5.3666666666667","0","0","0","0","0","-","2","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"282","Nathan Smith","MIN","C","9","70.6","0","0","0","0","0","-","4","0.00","0.12","9","6","3","0","0","0","12","3","1","2","0","2","1","1","5","2","2","26","23","53.06"
"291","Andy Hilbert","MIN","L","4","38.883333333333","0","0","0","0","0","-","6","0.00","0.23","8","7","2","1","1","0","2","1","1","0","0","1","2","0","4","4","2","0","2","0.00"
"299","Kurt Sauer","PHX","D","1","16.533333333333","0","0","0","0","0","0.00","2","0.00","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"302","Jon Disalvatore","MIN","R","1","14.45","0","0","0","0","0","-","2","0.00","0.11","2","2","1","1","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","-"
"315","Guillaume Lefebvre","BOS","L","1","11.016666666667","0","0","0","0","0","-","0","-","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","-"
"317","Riley Cote","PHI","L","15","45.416666666667","0","0","0","0","0","-","7","0.00","0.59","7","7","5","3","0","1","24","6","2","4","0","6","0","3","13","6","0","0","0","-"
"323","Raitis Ivanans","CGY, L.A","L","63","318.3","0","0","0","0","0","0.00","18","0.00","1.89","36","29","19","11","2","3","141","36","18","15","3","22","10","1","81","41","5","0","0","-"
"349","Noah Welch","ATL","D","2","35.1","0","0","0","0","0","0.00","1","0.00","0.01","2","1","1","0","0","0","0","0","0","0","0","0","0","0","10","2","3","0","0","-"
"353","Brendan Bell","NYR","D","1","11.433333333333","0","0","0","0","0","-","2","0.00","0.11","4","4","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"362","Richard Petiot","EDM","D","2","26.166666666667","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","0","0","2","1","1","0","0","1","1","2","3","0","4","0","0","-"
"365","Colin Stuart","BUF","L","5","51.85","0","0","0","0","0","0.00","5","0.00","0.54","11","8","8","3","1","0","2","1","1","0","0","0","0","2","3","4","4","1","1","50.00"
"381","Ryan Hollweg","PHX","L","3","19.666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0","0","-"
"391","Maxime Fortunus","DAL","D","8","121.15","0","0","0","0","0","0.00","5","0.00","0.1","13","9","1","0","0","0","4","2","2","0","0","0","3","1","4","15","5","0","0","-"
"395","Jeff Hoggan","PHX","R","4","28.45","0","0","0","0","0","-","5","0.00","0.97","9","7","4","0","0","0","2","1","1","0","0","2","1","1","2","4","0","0","2","0.00"
"405","Steven Goertzen","CAR","R","6","46.416666666667","0","0","0","0","0","-","1","0.00","0.03","3","3","0","0","0","0","5","1","0","1","0","1","1","3","11","9","0","0","0","-"
"406","Ryan Craig","PIT, T.B","C","9","88.283333333333","0","0","0","0","0","-","12","0.00","1.01","16","14","14","7","0","0","27","5","1","3","1","5","1","0","9","14","2","3","3","50.00"
"410","Tim Conboy","CAR","D","12","51.683333333333","0","0","0","0","0","-","5","0.00","0.47","9","8","4","3","0","0","24","6","2","4","0","7","0","3","10","4","2","0","0","-"
"414","John Zeiler","L.A","R","4","22.4","0","0","0","0","0","-","1","0.00","0.18","5","3","2","1","0","0","0","0","0","0","0","0","0","0","4","4","0","5","5","50.00"
"465","Martin St Pierre","OTT","C","3","28.85","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","9","11","45.00"
"466","Charles Linglet","EDM","L","5","51.3","0","0","0","0","0","-","7","0.00","0.41","10","9","4","3","0","1","2","1","1","0","0","0","3","1","3","2","1","0","1","0.00"
"483","Hugh Jessiman","FLA","R","2","14.7","0","0","0","0","0","-","2","0.00","0.49","4","3","3","3","0","0","5","1","0","1","0","1","0","0","4","0","0","0","0","-"
"501","Shawn Belle","COL, EDM, MTL","D","11","175.58333333333","0","0","0","0","0","0.00","9","0.00","0.35","17","12","3","1","0","1","2","1","1","0","0","0","10","2","11","4","4","0","0","-"
"507","Josh Hennessy","BOS, OTT","C","7","44.233333333333","0","0","0","0","0","0.00","4","0.00","0.45","7","5","6","3","0","0","2","1","1","0","0","1","1","0","8","5","0","16","10","61.54"
"523","Danny Irmen","MIN","C","2","9.2666666666667","0","0","0","0","0","-","0","-","0.07","1","1","1","1","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","-"
"533","Guillaume Desbiens","CGY, VAN","R","23","168.76666666667","0","0","0","0","0","-","6","0.00","0.74","20","14","13","5","0","3","37","8","1","7","0","8","4","1","39","17","6","2","1","66.67"
"539","Greg Moore","CBJ","R","4","23.6","0","0","0","0","0","-","2","0.00","0.11","3","2","2","1","0","0","0","0","0","0","0","2","0","0","2","4","0","4","4","50.00"
"548","Francis Wathier","DAL","L","9","43.666666666667","0","0","0","0","0","-","4","0.00","0.24","6","5","4","0","1","0","5","1","0","1","0","1","2","0","8","10","0","1","0","100.00"
"551","Drew Bagnall","MIN","D","2","26.016666666667","0","0","0","0","0","-","1","0.00","0.04","2","1","1","0","0","0","4","2","2","0","0","1","0","0","0","2","1","0","0","-"
"556","Jeremy Williams","NYR","R","1","3.7166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","-"
"560","Andrew Joudrey","CBJ","C","1","9.2666666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","100.00"
"570","Triston Grant","NSH","L","3","21.716666666667","0","0","0","0","0","-","2","0.00","0.05","3","2","0","0","0","0","9","3","2","1","0","1","1","0","5","2","1","0","0","-"
"574","Drew Larman","BOS","C","4","32.333333333333","0","0","0","0","0","-","5","0.00","0.43","9","7","6","2","0","0","0","0","0","0","0","0","0","0","3","2","1","1","1","50.00"
"578","Garrett Stafford","PHX","D","2","24.8","0","0","0","0","0","0.00","2","0.00","0.1","3","3","1","0","0","1","0","0","0","0","0","0","2","0","4","0","0","0","0","-"
"581","Andy Wozniewski","BOS","D","2","18.566666666667","0","0","0","0","0","0.00","1","0.00","0.01","5","1","2","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"589","Alexandre Picard","CBJ","L","9","64.966666666667","0","0","0","0","0","-","12","0.00","1.6","14","13","12","9","0","6","10","2","0","2","0","2","1","2","18","3","2","0","0","-"
"610","Raymond Sawada","DAL","R","6","46.6","0","0","0","0","0","0.00","3","0.00","0.14","5","4","2","1","1","0","0","0","0","0","0","2","1","1","8","6","0","0","0","-"
"619","Casey Borer","CAR","D","2","21.516666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","5","0","0","-"
"622","Peter Olvecky","NSH","L","1","7.8833333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"634","Wes O'Neill","COL","D","2","19.433333333333","0","0","0","0","0","0.00","1","0.00","0.06","2","2","0","0","0","1","2","1","1","0","0","0","1","0","1","1","2","0","0","-"
"643","Steven Zalewski","N.J, S.J","C","10","98.866666666667","0","0","0","0","0","-","9","0.00","0.47","10","10","5","3","0","0","0","0","0","0","0","1","1","3","12","6","2","24","25","48.98"
"644","Roman Wick","OTT","R","7","60.383333333333","0","0","0","0","0","-","4","0.00","0.99","15","10","9","5","0","0","0","0","0","0","0","1","3","2","2","7","3","1","2","33.33"
"646","Ben Walter","N.J","C","2","11.583333333333","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","1","0","0","0","0","2","4","33.33"
"652","Derek Peltier","COL","D","3","27.016666666667","0","0","0","0","0","0.00","1","0.00","0.01","3","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","4","0","0","-"
"665","Gregory Stewart","MTL","L","5","20.966666666667","0","0","0","0","0","-","4","0.00","0.23","5","4","3","3","0","0","11","4","3","1","0","2","1","0","4","4","2","0","1","0.00"
"666","Travis Morin","DAL","C","3","26.6","0","0","0","0","0","-","2","0.00","0.13","3","3","2","1","1","0","0","0","0","0","0","0","0","0","1","1","2","8","6","57.14"
"673","Olivier Magnan","N.J","D","18","282.81666666667","0","0","0","0","0","0.00","8","0.00","0.37","20","14","2","0","0","0","4","2","2","0","0","0","7","4","29","25","15","0","1","0.00"
"705","Joe Finley","BUF","D","5","38.966666666667","0","0","0","0","0","-","1","0.00","0.02","4","2","0","0","0","0","12","3","1","2","0","2","1","0","3","4","0","0","0","-"
"708","Vladimir Mihalik","T.B","D","4","46.15","0","0","0","0","0","-","1","0.00","0.07","3","2","0","0","0","0","2","1","1","0","0","1","2","0","3","11","2","0","0","-"
"714","Scott Jackson","T.B","D","1","13.733333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","-"
"715","Petr Kalus","MIN","R","2","15.466666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","1","0.00"
"719","Marc-Andre Cliche","L.A","C","1","7.3833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","2","66.67"
"722","Brodie Dupont","NYR","L","1","5.5666666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"724","Evan Brophey","CHI, COL","C","4","19.683333333333","0","0","0","0","0","0.00","1","0.00","0.09","1","1","1","0","0","0","0","0","0","0","0","1","1","0","7","2","1","7","3","70.00"
"727","Radek Smolenak","CHI","L","1","4.6833333333333","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","5","1","0","1","0","1","0","0","1","0","0","0","0","-"
"728","Perttu Lindgren","DAL","C","1","8.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","40.00"
"729","Teemu Laakso","NSH","D","17","182.61666666667","0","0","0","0","0","0.00","9","0.00","0.37","21","12","4","1","0","1","10","5","5","0","0","1","9","1","14","24","12","0","0","-"
"732","Mikko Lehtonen","BOS","R","1","7.1333333333333","0","0","0","0","0","-","1","0.00","0.01","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","-"
"745","Ray Macias","COL","D","2","30.2","0","0","0","0","0","0.00","0","-","0.15","4","3","2","0","0","0","2","1","1","0","0","0","0","1","1","1","1","0","0","-"
"753","Matt Watkins","PHX","R","1","6.6166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","5","0.00"
"755","Nick Drazenovic","STL","C","3","26.933333333333","0","0","0","0","0","-","2","0.00","0.56","5","5","4","4","0","0","0","0","0","0","0","0","1","0","7","4","1","6","5","54.55"
"758","Kris Fredheim","MIN","D","3","35.933333333333","0","0","0","0","0","-","0","-","0","2","1","0","0","0","0","2","1","1","0","0","0","0","1","1","1","5","0","0","-"
"775","Ryan Keller","OTT","R","6","37.266666666667","0","0","0","0","0","-","5","0.00","0.33","8","6","4","2","0","0","0","0","0","0","0","1","3","2","3","5","1","0","0","-"
"778","Bracken Kearns","FLA","C","5","36.183333333333","0","0","0","0","0","-","0","-","0","2","0","1","0","0","1","10","2","0","2","0","3","0","1","6","10","1","1","1","50.00"
"780","Jared Ross","PHI","C","3","22.933333333333","0","0","0","0","0","-","4","0.00","0.41","7","5","3","2","1","0","0","0","0","0","0","2","0","4","4","2","1","6","5","54.55"
"783","Jaime Sifers","MIN","D","14","181.83333333333","0","0","0","0","0","0.00","9","0.00","0.39","17","12","4","1","1","0","6","3","3","0","0","0","3","5","19","22","19","0","0","-"
"799","Mathieu Carle","MTL","D","3","43.416666666667","0","0","0","0","0","0.00","2","0.00","0.11","4","3","2","1","0","0","4","2","2","0","0","0","6","0","3","3","4","0","0","-"
"804","Rhett Rakhshani","NYI","R","7","84.15","0","0","0","0","0","0.00","5","0.00","0.61","14","12","11","4","1","1","2","1","1","0","0","2","2","4","1","13","1","0","0","-"
"816","Oskar Osala","CAR","L","1","6.7666666666667","0","0","0","0","0","-","1","0.00","0.13","3","2","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","-"
"835","Andrew Bodnarchuk","BOS","D","5","36.616666666667","0","0","0","0","0","0.00","0","-","0.03","5","2","0","0","0","0","2","1","1","0","0","0","0","1","2","1","3","0","0","-"
"837","Korbinian Holzer","TOR","D","2","26.033333333333","0","0","0","0","0","-","1","0.00","0.01","3","1","0","0","0","0","2","1","1","0","0","0","2","1","1","5","3","0","0","-"
"849","Ivan Vishnevskiy","DAL","D","2","33.283333333333","0","0","0","0","0","0.00","4","0.00","0.17","6","5","1","0","0","0","0","0","0","0","0","0","2","1","0","4","1","0","0","-"
"858","Bobby Sanguinetti","CAR, NYR","D","8","93.483333333333","0","0","0","0","0","0.00","10","0.00","0.42","21","16","6","0","0","0","4","2","2","0","0","1","2","1","4","9","4","0","0","-"
"859","Shane Sims","NYI","D","1","6.5666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","-"
"865","Trevor Frischmon","CBJ","C","3","18.3","0","0","0","0","0","-","1","0.00","0.22","3","3","2","2","1","0","4","2","2","0","0","0","0","0","3","3","0","4","2","66.67"
"870","Greg Rallo","FLA","C","1","3.5166666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"875","Joe Piskula","CGY","D","5","54.483333333333","0","0","0","0","0","-","2","0.00","0.19","6","4","1","1","0","1","2","1","1","0","0","0","1","0","6","8","5","0","0","-"
"892","Colby Cohen","COL","D","3","53.2","0","0","0","0","0","0.00","2","0.00","0.17","5","3","2","1","0","0","4","2","2","0","0","4","0","2","4","5","3","0","0","-"
"901","Patrick Maroon","ANA","L","2","25.083333333333","0","0","0","0","0","-","1","0.00","0.09","2","1","2","0","0","0","2","1","1","0","0","0","0","1","4","8","1","0","0","-"
"902","Bill Sweatt","VAN","L","2","10.683333333333","0","0","0","0","0","-","2","0.00","0.03","3","2","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"918","Paul Postma","ATL, WPG","D","4","35.45","0","0","0","0","0","-","4","0.00","0.2","6","5","3","0","0","0","0","0","0","0","0","0","0","0","2","2","3","0","0","-"
"927","Colton Sceviour","DAL","C","1","5.15","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"934","Milan Kytnar","EDM","C","1","5.5166666666667","0","0","0","0","0","-","1","0.00","0.1","2","1","1","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0.00"
"941","Ryan Thang","NSH","L","1","8.5333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"942","Robert Bortuzzo","PIT","D","6","65.4","0","0","0","0","0","0.00","3","0.00","0.16","7","5","2","0","1","0","2","1","1","0","0","2","0","0","9","12","1","0","0","-"
"952","Kevin Marshall","PHI","D","10","87.6","0","0","0","0","0","0.00","6","0.00","0.34","11","7","4","1","0","0","8","4","4","0","0","0","1","2","8","15","4","0","0","-"
"955","Joakim Andersson","DET","C","5","33.333333333333","0","0","0","0","0","0.00","3","0.00","0.04","3","3","0","0","0","0","0","0","0","0","0","1","0","0","5","3","1","5","1","83.33"
"964","Nick Holden","CBJ","D","5","85.95","0","0","0","0","0","0.00","6","0.00","0.33","15","11","2","0","0","1","0","0","0","0","0","1","0","0","4","5","9","0","0","-"
"967","Maxim Noreau","MIN","D","6","78.45","0","0","0","0","0","0.00","8","0.00","0.35","15","13","1","0","0","0","0","0","0","0","0","1","2","3","2","5","4","0","0","-"
"971","Joel Rechlicz","NYI, WSH","R","9","22.066666666667","0","0","0","0","0","-","1","0.00","0.09","1","1","1","1","1","0","37","6","1","3","2","3","0","0","5","3","0","0","0","-"
"972","Brock Trotter","MTL","L","2","18.083333333333","0","0","0","0","0","-","6","0.00","0.5","8","8","5","3","0","0","0","0","0","0","0","3","0","0","0","1","2","0","0","-"
"974","Derek Whitmore","BUF","L","2","25.033333333333","0","0","0","0","0","-","2","0.00","0.21","5","3","2","1","0","0","0","0","0","0","0","1","0","1","3","2","1","0","0","-"
"975","Jeff Penner","BOS","D","2","28.033333333333","0","0","0","0","0","0.00","1","0.00","0.08","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","-"
"1003","Tyler Cuma","MIN","D","1","11.15","0","0","0","0","0","-","0","-","0","2","0","1","0","0","0","2","1","1","0","0","0","0","0","2","1","1","0","0","-"
"1010","Cody Goloubef","CBJ","D","1","6","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"1012","Yann Sauve","VAN","D","5","65","0","0","0","0","0","0.00","6","0.00","0.1","9","6","0","0","0","1","0","0","0","0","0","0","4","0","9","5","4","0","0","-"
"1013","Aaron Ness","NYI","D","9","152.43333333333","0","0","0","0","0","0.00","6","0.00","0.4","18","13","6","0","0","0","2","1","1","0","0","0","3","2","2","14","17","0","0","-"
"1015","Colby Robak","FLA","D","3","37.7","0","0","0","0","0","0.00","1","0.00","0.01","4","1","0","0","0","0","0","0","0","0","0","0","1","1","1","3","2","0","0","-"
